transaction_id,customer_id,transaction_date,amount,merchant_category,transaction_type
TXN00035815,CUST002292,2024-09-05,21.26,Groceries,Debit
TXN00031953,CUST002292,2024-10-02,1949.78,Utilities,Debit
TXN00009360,CUST002293,2024-01-26,240.35,Restaurants,Credit
TXN00037023,CUST002293,2024-03-05,262.51,Groceries,Debit
TXN00025244,CUST002293,2024-03-11,7.13,Gas,Debit
TXN00008197,CUST002293,2024-06-07,44.43,Shopping,Debit
TXN00013029,CUST002293,2024-07-06,465.51,Groceries,Credit
TXN00033384,CUST002293,2024-07-20,7.51,Groceries,Debit
TXN00043377,CUST002294,2024-01-02,130.08,Groceries,Debit
TXN00026741,CUST002294,2024-01-22,41.58,Gas,Debit
TXN00000497,CUST002294,2024-02-09,65.98,Utilities,Credit
TXN00005418,CUST002294,2024-02-20,140.87,Shopping,Credit
TXN00003793,CUST002294,2024-06-19,65.46,Restaurants,Credit
TXN00044328,CUST002294,2024-06-29,36.55,Gas,Debit
TXN00005962,CUST002294,2024-07-25,69.74,Shopping,Credit
TXN00010217,CUST002294,2024-08-24,164.19,Groceries,Debit
TXN00010700,CUST002295,2024-01-03,9.15,Utilities,Credit
TXN00046244,CUST002295,2024-01-22,410.13,Groceries,Debit
TXN00006290,CUST002295,2024-02-02,19.71,Groceries,Debit
TXN00011800,CUST002295,2024-02-05,10.52,Restaurants,Credit
TXN00047759,CUST002295,2024-02-29,692.71,Utilities,Debit
TXN00045619,CUST002295,2024-03-15,122.96,Shopping,Debit
TXN00049073,CUST002295,2024-06-13,43.63,Utilities,Debit
TXN00017919,CUST002295,2024-08-23,27.07,Groceries,Debit
TXN00014306,CUST002295,2024-08-30,9.75,Gas,Debit
TXN00026916,CUST002295,2024-09-07,693.78,Restaurants,Debit
TXN00027916,CUST002295,2024-09-08,220.41,Groceries,Debit
TXN00036696,CUST002296,2024-01-28,70.21,Gas,Debit
TXN00048854,CUST002296,2024-02-04,31.84,Gas,Credit
TXN00048114,CUST002296,2024-02-12,991.09,Gas,Credit
TXN00035128,CUST002296,2024-03-10,98.07,Groceries,Debit
TXN00035797,CUST002296,2024-04-04,104.49,Groceries,Credit
TXN00018150,CUST002296,2024-05-22,118.49,Restaurants,Debit
TXN00024007,CUST002296,2024-07-16,10.38,Entertainment,Debit
TXN00027738,CUST002296,2024-08-29,13.83,Shopping,Debit
TXN00043052,CUST002296,2024-09-03,1788.94,Gas,Debit
TXN00035615,CUST002296,2024-10-05,12.85,Gas,Debit
TXN00037972,CUST002296,2024-10-18,281.04,Travel,Debit
TXN00015478,CUST002297,2024-02-14,110.46,Restaurants,Debit
TXN00001498,CUST002297,2024-02-16,1176.05,Groceries,Credit
TXN00019106,CUST002297,2024-06-13,332.46,Restaurants,Debit
TXN00040608,CUST002297,2024-07-19,360.94,Gas,Credit
TXN00028509,CUST002297,2024-10-04,214.23,Gas,Debit
TXN00006466,CUST002298,2024-01-09,34.28,Shopping,Debit
TXN00048534,CUST002298,2024-02-09,66.01,Gas,Debit
TXN00000030,CUST002298,2024-02-15,792.35,Groceries,Debit
TXN00048698,CUST002298,2024-04-21,131.25,Groceries,Debit
TXN00013025,CUST002298,2024-05-20,464.55,Healthcare,Debit
TXN00026856,CUST002298,2024-06-14,137.23,Gas,Debit
TXN00019830,CUST002298,2024-06-28,13.42,Groceries,Debit
TXN00021830,CUST002298,2024-08-22,141.51,Entertainment,Debit
TXN00006316,CUST002298,2024-08-27,81.96,Entertainment,Debit
TXN00041910,CUST002298,2024-09-30,395.2,Gas,Debit
TXN00039984,CUST002299,2024-01-23,5.0,Healthcare,Credit
TXN00044612,CUST002299,2024-02-15,27.67,Restaurants,Credit
TXN00039556,CUST002299,2024-03-02,82.65,Gas,Credit
TXN00009630,CUST002299,2024-04-16,6.49,Groceries,Debit
TXN00047027,CUST002299,2024-04-18,155.53,Entertainment,Debit
TXN00017593,CUST002299,2024-05-30,123.6,Groceries,Debit
TXN00029239,CUST002299,2024-06-02,345.05,Shopping,Debit
TXN00038868,CUST002299,2024-06-25,530.05,Shopping,Debit
TXN00013142,CUST002299,2024-07-06,9.09,Gas,Debit
TXN00044543,CUST002299,2024-09-14,248.13,Gas,Debit
TXN00018768,CUST002299,2024-09-18,20.6,Shopping,Debit
TXN00025780,CUST002299,2024-09-23,84.24,Groceries,Debit
TXN00037546,CUST002300,2024-01-23,547.07,Restaurants,Credit
TXN00042535,CUST002300,2024-02-18,107.85,Restaurants,Credit
TXN00044474,CUST002300,2024-02-22,1789.25,Gas,Credit
TXN00036135,CUST002300,2024-02-27,543.17,Groceries,Debit
TXN00042957,CUST002300,2024-03-07,84.28,Gas,Debit
TXN00022002,CUST002300,2024-03-23,10.61,Restaurants,Debit
TXN00046146,CUST002300,2024-03-24,5.0,Restaurants,Debit
TXN00017640,CUST002300,2024-04-28,168.51,Shopping,Debit
TXN00008795,CUST002300,2024-05-16,111.04,Entertainment,Credit
TXN00000546,CUST002300,2024-06-20,59.24,Shopping,Debit
TXN00028901,CUST002300,2024-10-19,48.58,Gas,Debit
TXN00018085,CUST002301,2024-02-13,367.98,Gas,Debit
TXN00026046,CUST002301,2024-02-27,19.23,Restaurants,Debit
TXN00038633,CUST002301,2024-03-19,29.06,Gas,Debit
TXN00023936,CUST002301,2024-03-23,9.97,Restaurants,Debit
TXN00047785,CUST002301,2024-05-15,930.54,Groceries,Debit
TXN00032646,CUST002301,2024-07-15,5.0,Groceries,Debit
TXN00029525,CUST002301,2024-09-13,123.41,Healthcare,Debit
TXN00008509,CUST002301,2024-10-07,92.26,Healthcare,Credit
TXN00042883,CUST002301,2024-10-28,1293.0,Restaurants,Debit
TXN00036921,CUST002302,2024-01-21,42.57,Restaurants,Debit
TXN00030570,CUST002302,2024-02-15,87.68,Shopping,Debit
TXN00031622,CUST002302,2024-02-28,23.09,Shopping,Credit
TXN00043668,CUST002302,2024-04-20,237.8,Gas,Debit
TXN00031874,CUST002302,2024-04-21,467.12,Utilities,Debit
TXN00024901,CUST002302,2024-06-23,142.8,Restaurants,Debit
TXN00015332,CUST002302,2024-07-02,803.43,Restaurants,Credit
TXN00033018,CUST002302,2024-07-02,46.87,Groceries,Debit
TXN00020886,CUST002302,2024-07-05,159.09,Groceries,Debit
TXN00042718,CUST002302,2024-07-08,1618.22,Shopping,Debit
TXN00046229,CUST002302,2024-08-13,219.15,Groceries,Credit
TXN00025120,CUST002302,2024-08-14,394.76,Gas,Debit
TXN00022234,CUST002302,2024-08-22,263.08,Healthcare,Debit
TXN00047877,CUST002302,2024-09-14,31.76,Healthcare,Debit
TXN00034568,CUST002302,2024-10-02,186.05,Restaurants,Debit
TXN00003171,CUST002303,2024-01-01,121.65,Groceries,Credit
TXN00010009,CUST002303,2024-01-26,82.72,Restaurants,Credit
TXN00019580,CUST002303,2024-01-26,27.15,Travel,Credit
TXN00045827,CUST002303,2024-02-27,159.37,Restaurants,Credit
TXN00010730,CUST002303,2024-04-06,51.03,Entertainment,Credit
TXN00041575,CUST002303,2024-05-24,23.89,Healthcare,Credit
TXN00008835,CUST002303,2024-05-25,95.76,Restaurants,Credit
TXN00030574,CUST002303,2024-06-11,31.94,Restaurants,Debit
TXN00029316,CUST002303,2024-06-18,485.82,Gas,Credit
TXN00020481,CUST002303,2024-08-01,46.16,Groceries,Credit
TXN00007903,CUST002303,2024-08-19,15.86,Groceries,Credit
TXN00033059,CUST002303,2024-09-02,230.48,Restaurants,Debit
TXN00038131,CUST002303,2024-09-02,291.66,Entertainment,Debit
TXN00028063,CUST002303,2024-09-11,232.74,Restaurants,Debit
TXN00011518,CUST002303,2024-10-11,1116.59,Entertainment,Debit
TXN00023229,CUST002304,2024-01-23,48.61,Shopping,Debit
TXN00043319,CUST002304,2024-02-22,55.03,Groceries,Debit
TXN00048374,CUST002304,2024-02-28,63.4,Entertainment,Credit
TXN00009002,CUST002304,2024-03-12,45.85,Groceries,Credit
TXN00038770,CUST002304,2024-03-17,22.86,Shopping,Debit
TXN00004803,CUST002304,2024-04-21,12.83,Gas,Debit
TXN00002395,CUST002304,2024-05-30,83.1,Utilities,Debit
TXN00003556,CUST002304,2024-06-07,161.88,Entertainment,Credit
TXN00033560,CUST002304,2024-07-05,27.42,Gas,Debit
TXN00002690,CUST002304,2024-07-16,38.69,Travel,Debit
TXN00037814,CUST002304,2024-07-29,97.36,Restaurants,Credit
TXN00020779,CUST002304,2024-08-20,221.32,Entertainment,Debit
TXN00007263,CUST002304,2024-09-01,461.65,Gas,Credit
TXN00017965,CUST002304,2024-10-26,390.46,Shopping,Debit
TXN00046654,CUST002305,2024-01-31,13.56,Restaurants,Debit
TXN00030895,CUST002305,2024-02-22,16.28,Shopping,Debit
TXN00013323,CUST002305,2024-02-29,152.2,Entertainment,Debit
TXN00009119,CUST002305,2024-03-10,142.3,Shopping,Debit
TXN00017445,CUST002305,2024-04-23,173.02,Groceries,Debit
TXN00004053,CUST002305,2024-06-06,238.24,Restaurants,Debit
TXN00020091,CUST002305,2024-07-07,24.81,Gas,Debit
TXN00027257,CUST002305,2024-07-22,657.28,Entertainment,Debit
TXN00031906,CUST002305,2024-08-23,54.23,Groceries,Credit
TXN00002300,CUST002305,2024-09-04,103.25,Groceries,Debit
TXN00004711,CUST002306,2024-03-25,6.21,Groceries,Debit
TXN00030125,CUST002306,2024-04-02,131.94,Groceries,Credit
TXN00046498,CUST002306,2024-05-15,153.65,Entertainment,Debit
TXN00029929,CUST002306,2024-05-25,73.37,Groceries,Credit
TXN00039993,CUST002306,2024-06-21,37.49,Restaurants,Debit
TXN00004865,CUST002307,2024-01-26,251.57,Shopping,Debit
TXN00022911,CUST002307,2024-02-01,241.21,Restaurants,Credit
TXN00027259,CUST002307,2024-02-10,261.91,Healthcare,Debit
TXN00037866,CUST002307,2024-02-28,41.54,Travel,Debit
TXN00014669,CUST002307,2024-06-28,100.98,Gas,Debit
TXN00012582,CUST002307,2024-09-27,220.61,Shopping,Credit
TXN00020680,CUST002308,2024-01-05,38.51,Restaurants,Debit
TXN00005495,CUST002308,2024-03-02,299.6,Gas,Debit
TXN00038650,CUST002308,2024-03-12,130.78,Entertainment,Debit
TXN00024730,CUST002308,2024-04-01,248.17,Groceries,Debit
TXN00011050,CUST002308,2024-05-04,489.77,Restaurants,Debit
TXN00006623,CUST002308,2024-06-17,169.04,Entertainment,Debit
TXN00006867,CUST002308,2024-07-05,20.58,Groceries,Debit
TXN00039060,CUST002308,2024-07-30,44.86,Travel,Debit
TXN00043021,CUST002308,2024-09-16,3213.33,Utilities,Debit
TXN00011421,CUST002308,2024-09-23,211.18,Utilities,Debit
TXN00026864,CUST002308,2024-10-13,46.23,Shopping,Debit
TXN00020004,CUST002308,2024-10-26,52.07,Groceries,Debit
TXN00021601,CUST002309,2024-03-04,444.03,Groceries,Credit
TXN00032089,CUST002309,2024-03-07,10.77,Groceries,Credit
TXN00041116,CUST002309,2024-03-30,107.86,Gas,Debit
TXN00005048,CUST002309,2024-05-03,136.41,Groceries,Debit
TXN00006958,CUST002309,2024-05-05,109.13,Shopping,Credit
TXN00023727,CUST002309,2024-05-25,106.4,Utilities,Debit
TXN00033707,CUST002309,2024-08-24,9.57,Entertainment,Debit
TXN00024948,CUST002309,2024-09-08,5.5,Shopping,Debit
TXN00043665,CUST002309,2024-10-11,2597.62,Shopping,Credit
TXN00047016,CUST002310,2024-01-11,192.31,Shopping,Debit
TXN00026062,CUST002310,2024-02-15,16.71,Shopping,Credit
TXN00018019,CUST002310,2024-02-21,472.42,Entertainment,Credit
TXN00021806,CUST002310,2024-04-10,70.12,Restaurants,Debit
TXN00008453,CUST002310,2024-06-07,43.75,Healthcare,Debit
TXN00039531,CUST002310,2024-07-01,82.17,Gas,Debit
TXN00046161,CUST002310,2024-09-22,1110.08,Gas,Debit
TXN00037774,CUST002310,2024-10-19,301.52,Gas,Credit
TXN00033655,CUST002311,2024-01-06,371.35,Groceries,Credit
TXN00008899,CUST002311,2024-01-09,18.47,Restaurants,Debit
TXN00028486,CUST002311,2024-02-06,230.89,Gas,Debit
TXN00035568,CUST002311,2024-02-07,295.82,Groceries,Debit
TXN00027423,CUST002311,2024-02-23,33.45,Groceries,Debit
TXN00040948,CUST002311,2024-04-08,95.77,Groceries,Credit
TXN00016684,CUST002311,2024-07-02,296.69,Healthcare,Credit
TXN00034477,CUST002311,2024-08-24,380.46,Healthcare,Debit
TXN00047493,CUST002311,2024-08-30,53.11,Entertainment,Credit
TXN00010900,CUST002311,2024-10-13,263.39,Groceries,Debit
TXN00007690,CUST002311,2024-10-23,338.48,Healthcare,Credit
TXN00023331,CUST002311,2024-10-29,230.2,Groceries,Debit
TXN00015793,CUST002312,2024-01-08,89.58,Restaurants,Debit
TXN00022463,CUST002312,2024-04-07,35.71,Entertainment,Debit
TXN00028134,CUST002312,2024-05-11,63.66,Groceries,Debit
TXN00034402,CUST002312,2024-05-13,76.29,Restaurants,Debit
TXN00009330,CUST002312,2024-07-12,403.56,Travel,Credit
TXN00021224,CUST002312,2024-10-14,10.07,Gas,Debit
TXN00045787,CUST002312,2024-10-27,131.83,Groceries,Credit
TXN00001001,CUST002313,2024-04-10,379.21,Healthcare,Debit
TXN00011791,CUST002313,2024-07-13,302.32,Entertainment,Debit
TXN00010607,CUST002313,2024-09-01,11.62,Restaurants,Debit
TXN00049569,CUST002313,2024-09-15,64.79,Shopping,Credit
TXN00007154,CUST002313,2024-10-14,52.8,Groceries,Debit
TXN00036866,CUST002313,2024-10-25,217.31,Travel,Credit
TXN00043105,CUST002314,2024-01-23,35.2,Restaurants,Debit
TXN00020927,CUST002314,2024-04-20,215.12,Gas,Debit
TXN00016299,CUST002314,2024-05-01,551.05,Gas,Debit
TXN00035132,CUST002314,2024-05-23,24.94,Groceries,Debit
TXN00033065,CUST002314,2024-05-24,108.21,Entertainment,Credit
TXN00014064,CUST002314,2024-06-30,567.88,Gas,Debit
TXN00033342,CUST002314,2024-07-27,55.58,Restaurants,Debit
TXN00035782,CUST002314,2024-08-04,913.65,Gas,Debit
TXN00023847,CUST002314,2024-08-05,24.37,Restaurants,Debit
TXN00039090,CUST002314,2024-09-04,16.98,Utilities,Credit
TXN00031691,CUST002314,2024-09-15,42.7,Gas,Debit
TXN00009159,CUST002314,2024-09-29,199.1,Shopping,Debit
TXN00018558,CUST002315,2024-01-11,35.07,Entertainment,Debit
TXN00010792,CUST002315,2024-02-05,359.43,Restaurants,Debit
TXN00048250,CUST002315,2024-02-14,28.87,Groceries,Debit
TXN00016808,CUST002315,2024-02-26,56.95,Groceries,Debit
TXN00043730,CUST002315,2024-03-15,5.0,Restaurants,Credit
TXN00045167,CUST002315,2024-03-16,14.5,Entertainment,Debit
TXN00025738,CUST002315,2024-05-03,16.24,Healthcare,Credit
TXN00003379,CUST002315,2024-06-23,33.51,Gas,Debit
TXN00014815,CUST002315,2024-09-24,84.34,Restaurants,Credit
TXN00006732,CUST002315,2024-10-05,21.16,Gas,Debit
TXN00047968,CUST002315,2024-10-25,25.9,Gas,Credit
TXN00027438,CUST002316,2024-01-12,420.27,Shopping,Debit
TXN00020784,CUST002316,2024-01-19,470.27,Groceries,Debit
TXN00036752,CUST002316,2024-02-03,135.12,Restaurants,Debit
TXN00003720,CUST002316,2024-02-10,2119.57,Shopping,Debit
TXN00002826,CUST002316,2024-05-11,171.84,Healthcare,Debit
TXN00004749,CUST002316,2024-07-02,1394.02,Restaurants,Debit
TXN00033969,CUST002316,2024-07-09,637.04,Groceries,Debit
TXN00004938,CUST002316,2024-07-17,23.88,Gas,Debit
TXN00011615,CUST002316,2024-07-18,1123.52,Utilities,Debit
TXN00032690,CUST002316,2024-07-18,136.15,Groceries,Debit
TXN00026952,CUST002316,2024-07-29,145.34,Groceries,Debit
TXN00032409,CUST002316,2024-08-30,15.26,Restaurants,Debit
TXN00022641,CUST002316,2024-09-16,34.98,Entertainment,Debit
TXN00000644,CUST002317,2024-01-17,167.8,Restaurants,Debit
TXN00016932,CUST002317,2024-03-12,673.22,Groceries,Debit
TXN00047438,CUST002317,2024-03-20,82.28,Utilities,Debit
TXN00005354,CUST002317,2024-03-21,108.94,Groceries,Debit
TXN00012261,CUST002317,2024-04-30,222.05,Healthcare,Debit
TXN00001004,CUST002317,2024-05-21,3456.65,Groceries,Debit
TXN00007773,CUST002317,2024-06-27,135.53,Shopping,Debit
TXN00040875,CUST002317,2024-07-10,10.54,Shopping,Credit
TXN00013395,CUST002317,2024-08-25,5.0,Groceries,Debit
TXN00043177,CUST002317,2024-10-06,117.7,Groceries,Debit
TXN00007774,CUST002317,2024-10-20,22.7,Restaurants,Credit
TXN00032775,CUST002317,2024-10-30,307.66,Groceries,Debit
TXN00040680,CUST002318,2024-01-05,1872.25,Healthcare,Debit
TXN00037837,CUST002318,2024-02-23,38.8,Groceries,Debit
TXN00031577,CUST002318,2024-02-28,235.75,Shopping,Credit
TXN00004628,CUST002318,2024-03-02,11.97,Travel,Debit
TXN00002376,CUST002318,2024-05-13,53.13,Restaurants,Credit
TXN00036449,CUST002318,2024-09-17,65.6,Gas,Debit
TXN00008248,CUST002318,2024-10-01,46.15,Gas,Credit
TXN00009239,CUST002319,2024-03-16,190.06,Restaurants,Credit
TXN00030271,CUST002319,2024-05-26,30.18,Groceries,Debit
TXN00044256,CUST002319,2024-08-06,45.03,Groceries,Credit
TXN00044181,CUST002319,2024-08-28,270.56,Groceries,Credit
TXN00022458,CUST002319,2024-09-15,39.19,Groceries,Debit
TXN00007380,CUST002320,2024-01-06,38.34,Healthcare,Credit
TXN00004183,CUST002320,2024-01-15,72.81,Gas,Debit
TXN00023175,CUST002320,2024-01-21,53.81,Restaurants,Debit
TXN00043873,CUST002320,2024-02-14,17.61,Gas,Credit
TXN00037978,CUST002320,2024-03-30,9.9,Gas,Debit
TXN00031698,CUST002320,2024-04-04,47.46,Gas,Debit
TXN00001413,CUST002320,2024-06-07,13.22,Groceries,Debit
TXN00018307,CUST002320,2024-09-19,52.7,Restaurants,Credit
TXN00026627,CUST002320,2024-09-25,71.85,Gas,Debit
TXN00031975,CUST002320,2024-10-17,107.83,Restaurants,Credit
TXN00047900,CUST002320,2024-10-20,147.48,Groceries,Debit
TXN00036960,CUST002320,2024-10-29,105.96,Restaurants,Debit
TXN00044047,CUST002321,2024-01-13,536.48,Restaurants,Credit
TXN00004458,CUST002321,2024-02-04,51.98,Restaurants,Credit
TXN00038351,CUST002321,2024-03-02,132.64,Gas,Debit
TXN00014281,CUST002321,2024-03-25,169.38,Gas,Debit
TXN00010741,CUST002321,2024-04-04,129.63,Groceries,Debit
TXN00007239,CUST002321,2024-06-19,307.53,Healthcare,Credit
TXN00023995,CUST002321,2024-07-27,54.28,Restaurants,Debit
TXN00036946,CUST002321,2024-08-18,10.71,Restaurants,Credit
TXN00041514,CUST002322,2024-02-03,54.1,Travel,Debit
TXN00007593,CUST002322,2024-02-23,10.81,Gas,Credit
TXN00049203,CUST002322,2024-03-25,390.33,Restaurants,Credit
TXN00021837,CUST002322,2024-05-28,173.35,Groceries,Debit
TXN00022363,CUST002322,2024-06-09,806.01,Groceries,Debit
TXN00043320,CUST002322,2024-07-11,16.32,Groceries,Debit
TXN00037288,CUST002322,2024-08-26,17.66,Gas,Debit
TXN00028246,CUST002322,2024-10-03,123.43,Travel,Credit
TXN00028424,CUST002323,2024-01-05,5.8,Shopping,Debit
TXN00045520,CUST002323,2024-01-11,124.07,Entertainment,Debit
TXN00048296,CUST002323,2024-01-20,245.95,Shopping,Credit
TXN00000359,CUST002323,2024-02-02,7.57,Groceries,Debit
TXN00025969,CUST002323,2024-02-11,46.75,Groceries,Debit
TXN00025993,CUST002323,2024-02-16,252.11,Groceries,Credit
TXN00013783,CUST002323,2024-02-21,27.49,Groceries,Debit
TXN00000487,CUST002323,2024-03-02,33.01,Groceries,Debit
TXN00003725,CUST002323,2024-03-11,291.62,Groceries,Debit
TXN00014417,CUST002323,2024-04-17,184.39,Groceries,Debit
TXN00008550,CUST002323,2024-04-18,49.25,Travel,Debit
TXN00044710,CUST002323,2024-06-20,27.85,Groceries,Credit
TXN00016190,CUST002323,2024-06-27,97.34,Gas,Debit
TXN00033818,CUST002323,2024-07-20,274.68,Entertainment,Debit
TXN00041724,CUST002323,2024-08-07,5.0,Travel,Credit
TXN00043494,CUST002323,2024-10-07,21.23,Shopping,Debit
TXN00013089,CUST002323,2024-10-13,1854.61,Entertainment,Credit
TXN00042590,CUST002323,2024-10-22,45.49,Groceries,Debit
TXN00038822,CUST002323,2024-10-23,2017.36,Travel,Credit
TXN00020131,CUST002324,2024-01-06,104.12,Utilities,Debit
TXN00000156,CUST002324,2024-01-10,296.75,Groceries,Debit
TXN00007594,CUST002324,2024-02-16,469.05,Groceries,Credit
TXN00012553,CUST002324,2024-02-27,412.64,Shopping,Credit
TXN00030802,CUST002324,2024-04-18,150.3,Restaurants,Debit
TXN00049490,CUST002324,2024-05-05,350.03,Restaurants,Credit
TXN00042873,CUST002324,2024-09-10,28.94,Groceries,Credit
TXN00005369,CUST002324,2024-10-25,7.29,Restaurants,Debit
TXN00016427,CUST002325,2024-01-19,27.41,Restaurants,Debit
TXN00036304,CUST002325,2024-01-19,199.48,Gas,Credit
TXN00044663,CUST002325,2024-01-21,2344.09,Gas,Debit
TXN00026325,CUST002325,2024-01-22,422.92,Restaurants,Debit
TXN00011934,CUST002325,2024-02-08,23.13,Healthcare,Credit
TXN00040973,CUST002325,2024-03-22,77.98,Restaurants,Debit
TXN00012951,CUST002325,2024-03-28,48.35,Groceries,Debit
TXN00007616,CUST002325,2024-05-31,37.79,Utilities,Credit
TXN00039251,CUST002325,2024-06-10,245.77,Gas,Debit
TXN00013319,CUST002325,2024-06-22,36.93,Groceries,Debit
TXN00045818,CUST002325,2024-09-09,59.56,Utilities,Debit
TXN00022963,CUST002325,2024-10-12,159.67,Shopping,Debit
TXN00021045,CUST002326,2024-01-28,164.39,Groceries,Debit
TXN00005240,CUST002326,2024-02-02,77.51,Shopping,Credit
TXN00009987,CUST002326,2024-02-28,129.88,Shopping,Debit
TXN00035670,CUST002326,2024-03-15,25.45,Healthcare,Debit
TXN00043309,CUST002326,2024-03-23,61.35,Groceries,Debit
TXN00018117,CUST002326,2024-06-08,82.7,Entertainment,Debit
TXN00049330,CUST002326,2024-06-08,95.55,Shopping,Credit
TXN00048639,CUST002326,2024-07-10,63.96,Healthcare,Credit
TXN00005842,CUST002326,2024-07-22,566.48,Restaurants,Debit
TXN00001280,CUST002326,2024-09-05,63.09,Groceries,Debit
TXN00019764,CUST002326,2024-09-19,5.63,Gas,Credit
TXN00042020,CUST002326,2024-10-07,93.76,Shopping,Debit
TXN00035114,CUST002327,2024-01-23,133.97,Gas,Debit
TXN00033016,CUST002327,2024-01-30,300.95,Restaurants,Debit
TXN00004409,CUST002327,2024-02-09,46.55,Gas,Debit
TXN00021376,CUST002327,2024-02-22,66.63,Restaurants,Debit
TXN00039196,CUST002327,2024-02-22,267.94,Groceries,Credit
TXN00037967,CUST002327,2024-02-27,314.05,Shopping,Credit
TXN00005317,CUST002327,2024-04-17,24.84,Restaurants,Debit
TXN00023005,CUST002327,2024-05-27,299.88,Groceries,Debit
TXN00012150,CUST002327,2024-05-29,7.03,Groceries,Credit
TXN00019474,CUST002327,2024-06-22,47.45,Gas,Credit
TXN00028036,CUST002327,2024-07-05,8.23,Shopping,Debit
TXN00013331,CUST002327,2024-08-13,63.51,Entertainment,Debit
TXN00003415,CUST002327,2024-09-29,215.56,Utilities,Debit
TXN00047237,CUST002327,2024-10-02,78.28,Entertainment,Debit
TXN00023140,CUST002327,2024-10-19,34.45,Shopping,Debit
TXN00017269,CUST002328,2024-01-14,5.0,Restaurants,Debit
TXN00023924,CUST002328,2024-01-28,935.51,Groceries,Debit
TXN00005534,CUST002328,2024-02-08,99.52,Restaurants,Credit
TXN00032057,CUST002328,2024-03-14,448.15,Restaurants,Debit
TXN00013258,CUST002328,2024-05-11,844.8,Shopping,Debit
TXN00022166,CUST002328,2024-05-15,176.29,Groceries,Debit
TXN00042683,CUST002328,2024-06-01,819.78,Healthcare,Credit
TXN00045901,CUST002328,2024-06-01,139.66,Utilities,Debit
TXN00029468,CUST002328,2024-08-12,228.96,Groceries,Debit
TXN00025689,CUST002328,2024-09-25,100.19,Restaurants,Debit
TXN00035412,CUST002329,2024-01-01,58.81,Groceries,Debit
TXN00037673,CUST002329,2024-01-04,857.52,Restaurants,Credit
TXN00001225,CUST002329,2024-04-01,160.48,Restaurants,Debit
TXN00015604,CUST002329,2024-08-30,6.78,Shopping,Debit
TXN00049912,CUST002329,2024-08-30,5.0,Groceries,Debit
TXN00042611,CUST002329,2024-09-14,8.67,Gas,Debit
TXN00025178,CUST002329,2024-09-15,131.65,Travel,Debit
TXN00043626,CUST002329,2024-09-16,28.97,Groceries,Credit
TXN00002209,CUST002329,2024-09-27,14.77,Groceries,Credit
TXN00015333,CUST002330,2024-01-06,102.57,Restaurants,Debit
TXN00042303,CUST002330,2024-01-06,277.96,Groceries,Credit
TXN00008650,CUST002330,2024-01-10,23.41,Groceries,Debit
TXN00043926,CUST002330,2024-01-13,238.58,Entertainment,Debit
TXN00042215,CUST002330,2024-01-29,235.42,Restaurants,Credit
TXN00020288,CUST002330,2024-02-05,43.46,Groceries,Credit
TXN00024456,CUST002330,2024-02-05,124.16,Gas,Debit
TXN00025777,CUST002330,2024-03-24,37.37,Groceries,Debit
TXN00042411,CUST002330,2024-03-28,88.06,Groceries,Credit
TXN00011635,CUST002330,2024-04-06,11.72,Groceries,Credit
TXN00012207,CUST002330,2024-05-29,5.0,Shopping,Debit
TXN00027453,CUST002330,2024-09-07,90.79,Gas,Credit
TXN00026370,CUST002330,2024-09-20,23.16,Gas,Debit
TXN00009273,CUST002330,2024-09-21,83.14,Groceries,Debit
TXN00030206,CUST002330,2024-10-19,17.82,Entertainment,Credit
TXN00024944,CUST002331,2024-01-01,5.0,Entertainment,Debit
TXN00023815,CUST002331,2024-03-22,6.1,Groceries,Credit
TXN00047774,CUST002331,2024-04-03,25.38,Groceries,Credit
TXN00015637,CUST002331,2024-04-18,221.67,Shopping,Debit
TXN00004359,CUST002331,2024-04-25,166.27,Gas,Debit
TXN00016392,CUST002331,2024-05-28,147.17,Healthcare,Credit
TXN00023534,CUST002331,2024-08-07,89.78,Restaurants,Debit
TXN00010111,CUST002331,2024-09-13,382.65,Groceries,Debit
TXN00030505,CUST002331,2024-09-30,71.28,Gas,Credit
TXN00000277,CUST002332,2024-06-15,284.25,Entertainment,Debit
TXN00039704,CUST002332,2024-07-18,373.9,Shopping,Debit
TXN00037053,CUST002332,2024-08-06,5.0,Gas,Debit
TXN00049618,CUST002333,2024-01-14,185.36,Shopping,Debit
TXN00030329,CUST002333,2024-02-11,739.13,Gas,Debit
TXN00028607,CUST002333,2024-03-02,28.0,Entertainment,Debit
TXN00012589,CUST002333,2024-03-18,6.13,Healthcare,Debit
TXN00027755,CUST002333,2024-03-18,99.59,Utilities,Credit
TXN00012612,CUST002333,2024-04-28,67.28,Restaurants,Debit
TXN00029345,CUST002333,2024-05-09,12.08,Restaurants,Debit
TXN00000939,CUST002333,2024-05-21,30.28,Restaurants,Debit
TXN00015338,CUST002333,2024-05-23,217.52,Gas,Credit
TXN00014958,CUST002333,2024-07-10,1127.31,Entertainment,Debit
TXN00001458,CUST002333,2024-07-12,5.0,Restaurants,Credit
TXN00004026,CUST002333,2024-07-23,523.64,Shopping,Debit
TXN00004358,CUST002333,2024-09-16,67.04,Restaurants,Debit
TXN00019144,CUST002333,2024-10-05,666.45,Shopping,Credit
TXN00015624,CUST002334,2024-05-14,22.13,Groceries,Credit
TXN00042315,CUST002334,2024-06-17,446.99,Restaurants,Debit
